semSort,鑑ヘッダ\n文書ヘッダ\n明細行,core_id,table_id,seq,level,繰返し,項目名,項目種,Object Class,Property,Representation,Associated Class,項目定義,UN_CCL_ID,項目種,行番号,SME ID,項目名,項目定義,既定値,繰返し,Level,SME CII XPath,PINT syntax sort,Id,Card.,Level,Business Term,Business Term ja,Description,説明,既定値,UBL XPath
4920,文書ヘッダ,NC51-07,NC51,07,4,0..1,納入先国識別子,BBIE,ShipTo_Address,CountryID,Code,,納入先の国ID。,UN01005700,BBIE,4650,IID228,納入先国識別子,納入先の国ID。デフォルトは「JP」,,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress/ram:CountryID,2240,IBT-080,1..1,3,Deliver to country code,納入先国コード,A code that identifies the country.,納入先の住所の国コード。,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode
4930,文書ヘッダ,,,,,,,,,,,,,UN01005986,ASBIE,4660,ICL54,文書ヘッダ配送／イベントグループ,この文書ヘッダの発送イベントのグループ,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ActualDeliveryCISupplyChainEvent,,,,,,,,,,
4940,文書ヘッダ,NC39-NC52,NC39,NC52,2,0..1,文書ヘッダ取引期間,ASBIE,InvoiceDocument,Billing,__,SpecifiedPeriod,文書ヘッダの取引期間に関するグループ,UN01005997,ASBIE,4670,ICL64,文書ヘッダ決済／取引期間グループ,文書ヘッダの取引期間に関するグループ,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:BillingCISpecifiedPeriod,,,,,,,,,,
4950,文書ヘッダ,NC52-01,NC52,01,3,1..1,文書ヘッダ取引開始日,BBIE,SpecifiedPeriod,StartDateTime,Date,,この文書ヘッダの取引開始日,UN01005612,BBIE,4680,IID272,文書ヘッダ取引開始日,この文書ヘッダの取引開始日,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:BillingCISpecifiedPeriod/ram:StartDateTime/udt:DateTimeString,,,,,,,,,,
4960,文書ヘッダ,NC52-02,NC52,02,3,1..1,文書ヘッダ取引終了日,BBIE,SpecifiedPeriod,EndDateTime,Date,,この文書ヘッダの取引終了日,UN01005613,BBIE,4690,IID273,文書ヘッダ取引終了日,この文書ヘッダの取引終了日,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:BillingCISpecifiedPeriod/ram:EndDateTime/udt:DateTimeString,,,,,,,,,,
4970,文書ヘッダ,NC39-NC53,NC39,NC53,2,0..n,文書ヘッダ返金,ASBIE,InvoiceDocument,Allowance,__,Allowance,ヘッダ返金のクラス,UN01005926,ASBIE,4140,ICL58,文書ヘッダ決済／文書ヘッダ返金グループ,文書ヘッダの返金グループ,,0..n,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()],2470,IBG-20,0..n,1,DOCUMENT LEVEL ALLOWANCES,請求書レベルの返金,A group of business terms providing information about allowances applicable to the Invoice as a whole.,請求書レベルの返金に関する情報を提供するビジネス用語のグループ。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]
4980,文書ヘッダ,NC53-01,NC53,01,3,1..1,明細行追加請求フラグ,BBIE,Allowance,ChargeIndicator,Indicator,,この明細行が追加請求（チャージ）か識別する識別子。\n固定値 fault=Allowance,UN01005707,BBIE,4150,IID240,文書ヘッダ返金・追加請求識別コード,ヘッダ返金とヘッダ追加請求を識別するコード。\nデフォルトは返金,false,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator/udt:Indicator=false()]/ram:ChargeIndicator/udt:Indicator,2480,,1..1,2,,,,,false,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator
4990,文書ヘッダ,NC53-02,NC53,02,3,0..1,文書ヘッダ返金の率,BBIE,Allowance,CalculationPercent,Percentage,,ヘッダ返金を計算するための率,UN01005710,BBIE,4160,IID241,文書ヘッダ返金計算率,この文書ヘッダ返金を計算するための率,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:CalculationPercent,2510,IBT-094,0..1,2,Document level allowance percentage,請求書レベルの返金の率,"The percentage that may be used	 in conjunction with the document level allowance base amount	 to calculate the document level allowance amount.",請求書レベルの返金基準金額に乗じて、請求書レベルの返金金額を算出する際に使用されるパーセント。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric
5000,文書ヘッダ,NC53-03,NC53,03,3,1..1,文書ヘッダ返金課税分類合計金額,BBIE,Allowance,ActualAmount,Amount,,ヘッダ返金課税分類合計金額＝Σ課税分類明細行返金金額,UN01005713,BBIE,4170,IID242,文書ヘッダ返金金額,この文書ヘッダ返金の請求金額,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:ActualAmount,2520,IBT-092,1..1,2,Document level allowance amount,請求書レベルの返金金額(税抜き),"The amount of an allowance	 without TAX.",返金金額(税抜き)。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount
5010,文書ヘッダ,NC53-04,NC53,04,3,0..1,文書ヘッダ返金の理由,BBIE,Allowance,ReasonCode,Code,,ヘッダ返金の理由を識別するコード,UN01005714,BBIE,4180,IID243,文書ヘッダ返金理由コード,この文書ヘッダ返金の理由を識別するコード,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:ReasonCode,2500,IBT-097,0..1,2,Document level allowance reason,請求書レベルの返金の理由,"The reason for the document level allowance	 expressed as text.",請求書レベルの返金の理由をテキストで表現。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason
5020,文書ヘッダ,NC53-05,NC53,05,3,0..1,文書ヘッダ返金の理由コード,BBIE,Allowance,Reason,Code,,ヘッダ返金の理由（内容）の説明,UN01005715,BBIE,4190,IID244,文書ヘッダ返金理由,この文書ヘッダ返金の理由（内容）の説明,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:Reason,2490,IBT-098,0..1,2,Document level allowance reason code,請求書レベルの返金の理由コード,"The reason for the document level allowance	 expressed as a code.",請求書レベルの返金の理由コード。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode
5030,文書ヘッダ,NC53-06,NC53,06,3,0..1,文書ヘッダ返金金額の基準となる金額,BBIE,Allowance,BasisAmount,Amount,,ヘッダ返金の計算根拠となる金額,UN01008286,BBIE,4200,IID245,文書ヘッダ返金計算根拠金額,この文書ヘッダ返金の計算根拠となる金額,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:BasisAmount,2530,IBT-093,0..1,2,Document level allowance base amount,請求書レベルの返金金額の基準となる金額,"The base amount that may be used	 in conjunction with the document level allowance percentage	 to calculate the document level allowance amount.",請求書レベルの返金の率を乗じて請求書レベルの返金金額を算出する際に使用される基準金額。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount
5040,文書ヘッダ,,,,,,,,,,,,,UN01005716,ASBIE,4210,ICL59,文書ヘッダ返金／文書ヘッダ返金税グループ,文書ヘッダ返金の税に関するグループ,,0..n,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:CategoryCITradeTax,,,,,,,,,,
5050,文書ヘッダ,NC53-07,NC53,07,3,1..1,文書ヘッダ返金税率,BBIE,Allowance,CalculatedRate,Percentage,,ヘッダ返金の税率,UN01005836,BBIE,4220,IID246,文書ヘッダ返金税率,文書ヘッダ返金の税率,,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:CategoryCITradeTax/ram:CalculatedRate,2550,IBT-096,0..1,2,Document level allowance TAX rate,請求書レベルの返金の税率,"The TAX rate	 represented as percentage that applies to the document level allowance.",請求書レベルの返金に適用される消費税率(パーセント)。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent
5060,文書ヘッダ,NC53-08,NC53,08,3,1..1,文書ヘッダ返金課税分類コード,BBIE,Allowance,CategoryCode,Code,,ヘッダ返金の課税分類コード,UN01005841,BBIE,4230,IID247,文書ヘッダ返金課税分類コード,文書ヘッダ返金の課税分類コード,,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:CategoryCITradeTax/ram:CategoryCode,2540,IBT-095,1..1,2,Document level allowance TAX category code,請求書レベルの返金の課税分類コード,A coded identification of what TAX category applies to the document level allowance.,請求書レベルの返金に適用される課税分類コード。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID
5070,文書ヘッダ,NC53-09,NC53,09,3,1..1,税スキーマ,BBIE,Allowance,TaxSchema,Code,,適格請求書発行事業者の課税区分を識別するコード,,,,,,,,,,,2560,IBT-095-1,1..1,3,Document level allowance TAX category code Tax Scheme,税スキーマ,A code indicating the type of tax,税の種類を示すコード。VAT固定,VAT,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme/cbc:ID
5080,文書ヘッダ,NC39-NC54,NC39,NC54,2,0..n,文書ヘッダ追加請求,ASBIE,InvoiceDocument,Charge,__,Charge,ヘッダ追加請求のクラス,UN01005998,ASBIE,4240,ICL60,文書ヘッダ文書決済／文書ヘッダ追加請求グループ,文書ヘッダの文書ヘッダ追加請求のグループ,,0..n,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()],2570,IBG-21,0..n,1,DOCUMENT LEVEL CHARGES,請求書レベルの追加請求,"A group of business terms providing information about charges and taxes other than TAX	 applicable to the Invoice as a whole.",請求書レベルの追加請求や追加税(消費税以外)に関する情報を提供するビジネス用語のグループ。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]
5090,文書ヘッダ,NC54-01,NC54,01,3,1..1,明細行追加請求フラグ,BBIE,Charge,ChargeIndicator,Indicator,,この明細行が追加請求（チャージ）か識別する識別子。\n固定値 true=harge,UN01005707,BBIE,4250,IID248,文書ヘッダ追加請求識別子,文書ヘッダ返金と文書ヘッダ追加請求を識別する識別子\n属性：True＝Charge,true,1..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator/udt:Indicator=true()]/ram:ChargeIndicator/udt:Indicator,2580,,1..1,2,,,,,true,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator
5100,文書ヘッダ,NC54-02,NC54,02,3,0..1,文書ヘッダ追加請求の率,BBIE,Charge,CalculationPercent,Percentage,,ヘッダ追加請求を計算するための率,UN01005710,BBIE,4260,IID249,文書ヘッダ追加請求計算率,この文書ヘッダ追加請求を計算するための率,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:CalculationPercent,2610,IBT-101,0..1,2,Document level charge percentage,請求書レベルの追加請求の率,"The percentage that may be used	 in conjunction with the document level charge base amount	 to calculate the document level charge amount.",請求書レベルの追加請求基準金額に乗じて請求書レベルの追加請求金額を算出するために使用されるパーセント。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric
5110,文書ヘッダ,NC54-03,NC54,03,3,1..1,文書ヘッダ追加請求課税分類合計金額,BBIE,Charge,ActualAmount,Amount,,ヘッダ追加請求課税分類合計金額＝Σ課税分類明細行追加請求金額,UN01005713,BBIE,4270,IID250,文書ヘッダ追加請求金額,この文書ヘッダ追加請求の請求金額,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:ActualAmount,2620,IBT-099,1..1,2,Document level charge amount,請求書レベルの追加請求金額(税抜き),"The amount of a charge	 without TAX.",追加請求金額(税抜き)。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount
5120,文書ヘッダ,NC54-04,NC54,04,3,0..1,文書ヘッダ追加請求の理由,BBIE,Charge,ReasonCode,Code,,ヘッダ追加請求の理由を識別するコード,UN01005714,BBIE,4280,IID251,文書ヘッダ追加請求理由コード,この文書ヘッダ追加請求の理由を識別するコード,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:ReasonCode,2600,IBT-104,0..1,2,Document level charge reason,請求書レベルの追加請求の理由,"The reason for the document level charge	 expressed as text.",請求書レベルの追加請求の理由をテキストで表現。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason
5130,文書ヘッダ,NC54-05,NC54,05,3,0..1,文書ヘッダ追加請求の理由コード,BBIE,Charge,Reason,Code,,ヘッダ追加請求の理由（内容）の説明,UN01005715,BBIE,4290,IID252,文書ヘッダ追加請求理由,この文書ヘッダ追加請求の理由（内容）の説明,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:Reason,2590,IBT-105,0..1,2,Document level charge reason code,請求書レベルの追加請求の理由コード,"The reason for the document level charge	 expressed as a code.",請求書レベルの追加請求の理由コード。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode
5140,文書ヘッダ,NC54-06,NC54,06,3,0..1,文書ヘッダ追加請求金額の基準となる金額,BBIE,Charge,BasisAmount,Amount,,ヘッダ追加請求の計算根拠となる金額,UN01008286,BBIE,4300,IID253,文書ヘッダ追加請求計算根拠金額,この文書ヘッダ追加請求の計算根拠となる金額,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:BasisAmount,2630,IBT-100,0..1,2,Document level charge base amount,請求書レベルの追加請求金額の基準となる金額,"The base amount that may be used	 in conjunction with the document level charge percentage	 to calculate the document level charge amount.",請求書レベルの追加請求率を乗じて請求書レベルの追加請求金額を算出する際に使用される基準金額。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount
5150,文書ヘッダ,,,,,,,,,,,,,UN01005716,ASBIE,4310,ICL61,文書ヘッダ返金／文書ヘッダ追加請求税グループ,文書ヘッダ追加請求の税に関するグループ,,0..n,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:CategoryCITradeTax,,,,,,,,,,
5160,文書ヘッダ,NC54-07,NC54,07,3,1..1,文書ヘッダ追加請求税率,BBIE,Charge,CalculatedRate,Percentage,,ヘッダ追加請求の税率,UN01005836,BBIE,4320,IID254,文書ヘッダ追加請求税率,文書ヘッダ追加請求の税率,,1..1,8,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:CategoryCITradeTax/ram:CalculatedRate,2650,IBT-103,0..1,2,Document level charge TAX rate,請求書レベルの追加請求の税率,"The TAX rate	 represented as percentage that applies to the document level charge.",請求書レベルの追加請求に適用される消費税率(パーセント)。,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent
