seq,part,UNID,kind,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,term,desc,card,n,code,level,ABIEcode,XPath,d1,d2,d3,d4,SemPath
430,ヘッダ部（文書）,UN01005998,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,文書ヘッダ決済／文書ヘッダ返金グループ,文書ヘッダの返金グループ,0..n,n,JC57_8_JC1b,2,05998_Allowance_05706,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge,JC44_JC4f,JC57_8_JC1b,,,/JC00/JC44_JC4f/JC57_8_JC1b
431,ヘッダ部（文書）,UN01005706,ABIE,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,,,文書ヘッダ返金クラス,文書ヘッダ返金のクラス, -,,,,,,,,,,
432,ヘッダ部（文書）,UN01005707,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,文書ヘッダ返金・追加請求判別子＝返金（Fault）,文書ヘッダ返金と文書ヘッダ追加請求を識別する判別子 属性：Fault=Allowance,1..1,,JC57_8_JC1b_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ChargeIndicator,JC44_JC4f,JC57_8_JC1b,,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_01
433,ヘッダ部（文書）,UN01005710,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,文書ヘッダ返金計算率,この文書ヘッダ返金を計算するための率,0..1,,JC57_8_JC1b_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ CalculationPercent,JC44_JC4f,JC57_8_JC1b,,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_02
434,ヘッダ部（文書）,UN01005713,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,文書ヘッダ返金金額,この文書ヘッダ返金の請求金額,0..1,,JC57_8_JC1b_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ActualAmount,JC44_JC4f,JC57_8_JC1b,,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_03
435,ヘッダ部（文書）,UN01005714,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,文書ヘッダ返金理由コード,この文書ヘッダ返金の理由を識別するコード,0..1,,JC57_8_JC1b_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ReasonCode,JC44_JC4f,JC57_8_JC1b,,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_04
436,ヘッダ部（文書）,UN01005715,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,文書ヘッダ返金理由,この文書ヘッダ返金の理由（内容）の説明,0..1,,JC57_8_JC1b_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ Reason,JC44_JC4f,JC57_8_JC1b,,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_05
437,ヘッダ部（文書）,UN01008286,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,文書ヘッダ返金計算根拠金額,この文書ヘッダ返金の計算根拠となる金額,0..1,,JC57_8_JC1b_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ BasisAmount,JC44_JC4f,JC57_8_JC1b,,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_06
438,ヘッダ部（文書）,UN01005716,ASBIE,,,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,文書ヘッダ返金／文書ヘッダ返金税グループ,文書ヘッダ返金の税に関するグループ,0..n,,,,,,,,,,
439,ヘッダ部（文書）,UN01005832,ABIE,,,,,,,,,CI_ Trade_ Tax. Details,,,,文書ヘッダ返金税クラス,文書ヘッダ返金の税クラス,－,,,,,,,,,,
440,ヘッダ部（文書）,UN01005841,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,文書ヘッダ返金課税分類コード,文書ヘッダ返金の課税分類コード,1..1,,JC57_8_JC1b_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ CategoryCITradeTax/ CategoryCode,JC44_JC4f,JC57_8_JC1b,,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_07
441,ヘッダ部（文書）,UN01007174,BBIE,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,文書ヘッダ返金税率,文書ヘッダ返金の税率,0..1,,JC57_8_JC1b_08,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ CategoryCITradeTax/ RateApplicablePercent,JC44_JC4f,JC57_8_JC1b,,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_08
442,ヘッダ部（文書）,UN01005998,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,文書ヘッダ文書決済／文書ヘッダ追加請求グループ,文書ヘッダの文書ヘッダ追加請求のグループ,0..n,n,JC57_9_JC1b,2,05998_Charge_05706,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge,JC44_JC4f,JC57_9_JC1b,,,/JC00/JC44_JC4f/JC57_9_JC1b
443,ヘッダ部（文書）,UN01005706,ABIE,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,,,文書ヘッダ追加請求クラス,文書ヘッダ返金・追加請求のクラス, -,,,,,,,,,,
444,ヘッダ部（文書）,UN01005707,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,文書ヘッダ返金・追加請求判別子 ＝追加請求（True）,文書ヘッダ返金と文書ヘッダ追加請求を識別する判別子 True＝Charge,1..1,,JC57_9_JC1b_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ChargeIndicator,JC44_JC4f,JC57_9_JC1b,,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_01
445,ヘッダ部（文書）,UN01005710,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,文書ヘッダ追加請求計算率,この文書ヘッダ追加請求を計算するための率,0..1,,JC57_9_JC1b_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ CalculationPercent,JC44_JC4f,JC57_9_JC1b,,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_02
446,ヘッダ部（文書）,UN01005713,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,文書ヘッダ追加請求金額,この文書ヘッダ追加請求の請求金額,0..1,,JC57_9_JC1b_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ActualAmount,JC44_JC4f,JC57_9_JC1b,,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_03
447,ヘッダ部（文書）,UN01005714,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,文書ヘッダ追加請求理由コード,この文書ヘッダ追加請求の理由を識別するコード,0..1,,JC57_9_JC1b_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ReasonCode,JC44_JC4f,JC57_9_JC1b,,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_04
448,ヘッダ部（文書）,UN01005715,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,文書ヘッダ追加請求理由,この文書ヘッダ追加請求の理由（内容）の説明,0..1,,JC57_9_JC1b_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ Reason,JC44_JC4f,JC57_9_JC1b,,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_05
449,ヘッダ部（文書）,UN01008286,BBIE,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,文書ヘッダ追加請求計算根拠金額,この文書ヘッダ追加請求の計算根拠となる金額,0..1,,JC57_9_JC1b_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ BasisAmount,JC44_JC4f,JC57_9_JC1b,,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_06
450,ヘッダ部（文書）,UN01005716,ASBIE,,,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,文書ヘッダ返金／文書ヘッダ追加請求税グループ,文書ヘッダ追加請求の税に関するグループ,0..n,,,,,,,,,,
451,ヘッダ部（文書）,UN01005832,ABIE,,,,,,,,,CI_ Trade_ Tax. Details,,,,文書ヘッダ追加請求税クラス,文書ヘッダ追加請求の税クラス,－,,,,,,,,,,
452,ヘッダ部（文書）,UN01005841,BBIE,,,,,,,,,,CI_ Trade_ Tax. Category. Code,,,文書ヘッダ追加請求課税分類コード,文書ヘッダ追加請求の課税分類コード,1..1,,JC57_9_JC1b_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ CategoryCITradeTax/ CategoryCode,JC44_JC4f,JC57_9_JC1b,,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_07
453,ヘッダ部（文書）,UN01007174,BBIE,,,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,文書ヘッダ追加請求税率,文書ヘッダ追加請求の税率,0..1,,JC57_9_JC1b_08,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ CategoryCITradeTax/ RateApplicablePercent,JC44_JC4f,JC57_9_JC1b,,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_08
454,ヘッダ部（文書）,UN01005996,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,,,文書ヘッダ決済／文書ヘッダ税グループ,文書ヘッダの税に関するグループ。,1..n,n,JC55_a_JC2d,2,05996_Invoice_05832,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d
455,ヘッダ部（文書）,UN01005832,ABIE,,,,,,,CI_ Trade_ Tax. Details,,,,,,文書ヘッダ税クラス,文書ヘッダの税に関する情報からなるクラス, -,,,,,,,,,,
456,ヘッダ部（文書）,UN01005833,BBIE,,,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,,,文書ヘッダ課税分類税額,文書ヘッダの課税分類毎に端数処理計算した税額。文書ヘッダ課税分類資産譲渡合計金額×税率 算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする,0..1,,JC55_a_JC2d_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ CalculatedAmount,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_01
457,ヘッダ部（文書）,UN01005834,BBIE,,,,,,,,CI_ Trade_ Tax. Type. Code,,,,,文書ヘッダ税タイプコード,税の種類を識別するコード。デフォルトは消費税 消費税：VAT。源泉徴収税：SWT,0..1,,JC55_a_JC2d_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ TypeCode,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_02
458,ヘッダ部（文書）,UN01005839,BBIE,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,,,文書ヘッダ課税分類譲渡資産合計金額（税抜き）,明細文書明細行の課税分類毎の税抜き譲渡資産金額の合計金額 文書ヘッダ譲渡資産総合計金額（税抜き）＝∑明細行譲渡資産金額（税抜き）＋Σ文書ヘッダ追加請求金額ーΣ文書ヘッダ返金金額,0..1,,JC55_a_JC2d_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ BasisAmount,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_03
459,ヘッダ部（文書）,UN01005841,BBIE,,,,,,,,CI_ Trade_ Tax. Category. Code,,,,,文書ヘッダ課税分類コード,文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード 課税分類ごとにクラスを設ける,1..1,,JC55_a_JC2d_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ CategoryCode,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_04
460,ヘッダ部（文書）,UN01005842,BBIE,,,,,,,,CI_ Trade_ Tax. Currency. Code,,,,,課税分類税通貨コード,#NAME?,0..1,,JC55_a_JC2d_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ CurrencyCode,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_05
461,ヘッダ部（文書）,UN01005850,BBIE,,,,,,,,CI_ Trade_ Tax. Category Name. Text,,,,,文書ヘッダ課税分類名,文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,0..1,,JC55_a_JC2d_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ CategoryName,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_06
462,ヘッダ部（文書）,UN01007174,BBIE,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,文書ヘッダ税率,文書ヘッダヘッダの課税分類毎の税額計算のための率。,0..1,,JC55_a_JC2d_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ RateApplicablePercent,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_07
463,ヘッダ部（文書）,UN01013040,BBIE,,,,,,,,CI_ Trade_ Tax. Grand Total. Amount,,,,,文書ヘッダ課税分類譲渡資産合計金額(税込み),明細行の課税分類毎の税額を含む譲渡資産金額の合計金額,0..1,,JC55_a_JC2d_08,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ GrandTotalAmount,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_08
464,ヘッダ部（文書）,UN01013096,BBIE,,,,,,,,CI_ Trade_ Tax. Calculation Method. Code,,,,,文書ヘッダ税計算方式,文書ヘッダの金額の税込み、税抜きを指定。デフォルトは「税抜き」,0..1,,JC55_a_JC2d_09,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ CalculationMethodCode,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_09
465,ヘッダ部（文書）,UN01014650,BBIE,,,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,,,文書ヘッダ適用税制ID,取引の税制年度を識別するID デフォルトは「2019」（2019年度税制）,0..1,,JC55_a_JC2d_10,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ LocalTaxSystemID,JC44_JC4f,JC55_a_JC2d,,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_10
466,ヘッダ部（文書）,UN01005996,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,,,文書ヘッダ決済／税グループ,外貨建て請求書の税率別課税分類合計額算出のための税グループ,0..n,n,JC55_b_JC2d,2,05996_Tax_05832,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax,JC44_JC4f,JC55_b_JC2d,,,/JC00/JC44_JC4f/JC55_b_JC2d
467,ヘッダ部（文書）,UN01005832,ABIE,,,,,,,CI_ Trade_ Tax. Details,,,,,,（外貨建て請求書）文書ヘッダ税クラス,外貨建て請求書の文書ヘッダの税に関する情報からなるクラス UN01005914文書通貨コード＝「外貨」、UN01005913税通貨コード＝[JPY」の場合に利用する'。（円建て請求書の場合は利用しない）, -,,,,,,,,,,
468,ヘッダ部（文書）,UN01005833,BBIE,,,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,,,（外貨建て請求書）文書ヘッダ課税分類税額,外貨建て請求書の文書ヘッダの課税分類毎に端数処理計算した税額。属性＝「JPY」 外貨建て請求書の文書ヘッダ課税分類資産譲渡合計金額×税率 算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする,0..1,,JC55_b_JC2d_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ CalculatedAmount,JC44_JC4f,JC55_b_JC2d,,,/JC00/JC44_JC4f/JC55_b_JC2d/JC55_b_JC2d_01
469,ヘッダ部（文書）,UN01005839,BBIE,,,,,,,,CI_ Trade_ Tax. Basis. Amount,,,,,（外貨建て請求書）文書ヘッダ課税分類譲渡資産合計金額（税抜き）,明細行の課税分類毎の税抜き譲渡資産金額の合計金額 属性＝「JPY」 文書ヘッダ譲渡資産総合計金額（税抜き）＝∑明細行譲渡資産金額（税抜き）＋Σ文書ヘッダ追加請求金額ーΣ文書ヘッダ返金金額,0..1,,JC55_b_JC2d_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ BasisAmount,JC44_JC4f,JC55_b_JC2d,,,/JC00/JC44_JC4f/JC55_b_JC2d/JC55_b_JC2d_02
470,ヘッダ部（文書）,UN01005841,BBIE,,,,,,,,CI_ Trade_ Tax. Category. Code,,,,,（外貨建て請求書）文書ヘッダ課税分類コード,外貨建て請求書の文書ヘッダの課税分類（標準税率、軽減税率）を識別するコード,1..1,,JC55_b_JC2d_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ CategoryCode,JC44_JC4f,JC55_b_JC2d,,,/JC00/JC44_JC4f/JC55_b_JC2d/JC55_b_JC2d_03
471,ヘッダ部（文書）,UN01005842,BBIE,,,,,,,,CI_ Trade_ Tax. Currency. Code,,,,,（外貨建て請求書）課税分類税通貨コード,外貨建て請求書の税額を日本円で表示することを指定するコード =「JPY」,0..1,,JC55_b_JC2d_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ CurrencyCode,JC44_JC4f,JC55_b_JC2d,,,/JC00/JC44_JC4f/JC55_b_JC2d/JC55_b_JC2d_04
472,ヘッダ部（文書）,UN01007174,BBIE,,,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,（外貨建て請求書）文書ヘッダ税率,外貨建て請求書の文書ヘッダの課税分類毎の税額計算のための率。,0..1,,JC55_b_JC2d_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ RateApplicablePercent,JC44_JC4f,JC55_b_JC2d,,,/JC00/JC44_JC4f/JC55_b_JC2d/JC55_b_JC2d_05
473,ヘッダ部（文書）,UN01014650,BBIE,,,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,,,文書ヘッダ適用税制ID,取引の税制年度を識別するID デフォルトは「2019」（2019年度税制）,0..1,,JC55_b_JC2d_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax/ LocalTaxSystemID,JC44_JC4f,JC55_b_JC2d,,,/JC00/JC44_JC4f/JC55_b_JC2d/JC55_b_JC2d_06
474,ヘッダ部（文書）,UN01005997,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,,,,,,,文書ヘッダ決済／取引期間グループ,文書ヘッダの取引期間に関するグループ,0..1,1,JC56_JC14,2,05997_05608,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ BillingCISpecifiedPeriod,JC44_JC4f,JC56_JC14,,,/JC00/JC44_JC4f/JC56_JC14
475,ヘッダ部（文書）,UN01005608,ABIE,,,,,,,CI_ Specified_ Period. Details,,,,,,文書ヘッダ取引期間クラス,取引期間に関する情報からなるクラス,－,,,,,,,,,,
476,ヘッダ部（文書）,UN01005612,BBIE,,,,,,,,CI_ Specified_ Period. Start. Date Time,,,,,文書ヘッダ取引開始日,この文書ヘッダの取引開始日,0..1,,JC56_JC14_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ BillingCISpecifiedPeriod/ StartDateTime,JC44_JC4f,JC56_JC14,,,/JC00/JC44_JC4f/JC56_JC14/JC56_JC14_01
