num,GL,GL詳細,借方勘定科目セグメント,貸方勘定科目セグメント,事業セグメント,仕訳ID,ソースコード,ソース説明,ERPサブレジャーモジュール,システムマニュアル識別子,作成者ユーザーID,作成日,仕訳エントリタイプコード,仕訳エントリ行説明,記帳日,通貨コード,借方勘定科目番号,借方勘定科目名,借方財務諸表キャプション,借方金額,借方勘定科目セグメント番号,借方勘定科目セグメントコード,借方勘定科目セグメント名,貸方勘定科目番号,貸方勘定科目名,貸方財務諸表キャプション,貸方金額,貸方勘定科目セグメント番号,貸方勘定科目セグメントコード,貸方勘定科目セグメント名,事業セグメント順序番号,事業セグメントコード,組織タイプ名
7927,0001-20090911-156-1230-1-2921,,,,,1230-2921,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7928,0001-20090911-156-1230-1-2921,0,,,,,,,,,,,account,出張旅費,2009-09-11,ISO4217:JPY,726,旅費交通費,TravelingExpense,6667,部門,050,九州,111,現金,CashHand,6667,部門,000,共通部門,,,
7929,0001-20090911-156-1230-1-2921,1,,,,,,,,,,,account,出張旅費,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,333,部門,050,九州,111,現金,CashHand,333,部門,000,共通部門,,,
7931,0001-20090911-161-1231-1-2923,,,,,1231-2923,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7932,0001-20090911-161-1231-1-2923,0,,,,,,,,,,,account,旅費,2009-09-11,ISO4217:JPY,726,旅費交通費,TravelingExpense,4096,部門,050,九州,111,現金,CashHand,4096,部門,000,共通部門,,,
7933,0001-20090911-161-1231-1-2923,1,,,,,,,,,,,account,旅費,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,204,部門,050,九州,111,現金,CashHand,204,部門,000,共通部門,,,
7935,0001-20090911-167-1232-1-2925,,,,,1232-2925,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7936,0001-20090911-167-1232-1-2925,0,,,,,,,,,,,account,家賃支払い,2009-09-11,ISO4217:JPY,747,地代家賃,LandHouseRent,600000,部門,050,九州,131,普通預金,OrdinaryDeposit,600000,,,,,,
7937,0001-20090911-167-1232-1-2925,1,,,,,,,,,,,account,家賃支払い,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,30000,部門,050,九州,131,普通預金,OrdinaryDeposit,30000,,,,,,
7939,0001-20090911-167-1232-1-2925,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
7940,0001-20090911-167-1232-1-2925,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
7941,0001-20090911-167-1232-1-2925,3,,,,,,,,,,,account,電話代,2009-09-11,ISO4217:JPY,727,通信費,CommunicationCost,105472,部門,050,九州,131,普通預金,OrdinaryDeposit,105472,,,,,,
7942,0001-20090911-167-1232-1-2925,4,,,,,,,,,,,account,電話代,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,5273,部門,050,九州,131,普通預金,OrdinaryDeposit,5273,,,,,,
7944,0001-20090911-167-1232-1-2925,5,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
7945,0001-20090911-167-1232-1-2925,5,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
7946,0001-20090911-23-1222-1-2905,,,,,1222-2905,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7947,0001-20090911-23-1222-1-2905,0,,,,,,,,,,,account,旅費,2009-09-11,ISO4217:JPY,726,旅費交通費,TravelingExpense,28448,部門,010,札幌,111,現金,CashHand,28448,部門,000,共通部門,,,
7948,0001-20090911-23-1222-1-2905,1,,,,,,,,,,,account,旅費,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1422,部門,010,札幌,111,現金,CashHand,1422,部門,000,共通部門,,,
7950,0001-20090911-23-1222-1-2905,3,,,,,,,,,,,account,旅費,2009-09-11,ISO4217:JPY,726,旅費交通費,TravelingExpense,33181,部門,010,札幌,111,現金,CashHand,33181,部門,000,共通部門,,,
7951,0001-20090911-23-1222-1-2905,4,,,,,,,,,,,account,旅費,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1659,部門,010,札幌,111,現金,CashHand,1659,部門,000,共通部門,,,
7952,0001-20090911-23-1222-1-2905,5,,,,,,,,,,,account,旅費,2009-09-11,ISO4217:JPY,726,旅費交通費,TravelingExpense,39811,部門,010,札幌,111,現金,CashHand,39811,部門,000,共通部門,,,
7953,0001-20090911-23-1222-1-2905,6,,,,,,,,,,,account,旅費,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1990,部門,010,札幌,111,現金,CashHand,1990,部門,000,共通部門,,,
7954,0001-20090911-33-1223-1-2907,,,,,1223-2907,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7955,0001-20090911-33-1223-1-2907,0,,,,,,,,,,,account,家賃支払い,2009-09-11,ISO4217:JPY,747,地代家賃,LandHouseRent,304762,部門,010,札幌,131,普通預金,OrdinaryDeposit,304762,,,,,,
7956,0001-20090911-33-1223-1-2907,1,,,,,,,,,,,account,家賃支払い,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,15238,部門,010,札幌,131,普通預金,OrdinaryDeposit,15238,,,,,,
7958,0001-20090911-33-1223-1-2907,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
7959,0001-20090911-33-1223-1-2907,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
7960,0001-20090911-33-1223-1-2907,3,,,,,,,,,,,account,電話代,2009-09-11,ISO4217:JPY,727,通信費,CommunicationCost,161181,部門,010,札幌,131,普通預金,OrdinaryDeposit,161181,,,,,,
7961,0001-20090911-33-1223-1-2907,4,,,,,,,,,,,account,電話代,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,8059,部門,010,札幌,131,普通預金,OrdinaryDeposit,8059,,,,,,
7963,0001-20090911-33-1223-1-2907,5,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
7964,0001-20090911-33-1223-1-2907,5,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
7965,0001-20090911-45-1224-1-2909,,,,,1224-2909,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7966,0001-20090911-45-1224-1-2909,0,,,,,,,,,,,account,飲食代　居酒屋富士4名,2009-09-11,ISO4217:JPY,733,交際接待費,EntertainmentExpense,16534,部門,020,東京,111,現金,CashHand,16534,部門,000,共通部門,,,
7967,0001-20090911-45-1224-1-2909,1,,,,,,,,,,,account,飲食代　居酒屋富士4名,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,826,部門,020,東京,111,現金,CashHand,826,部門,000,共通部門,,,
7969,0001-20090911-58-1225-1-2911,,,,,1225-2911,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7970,0001-20090911-58-1225-1-2911,0,,,,,,,,,,,account,旅費,2009-09-11,ISO4217:JPY,726,旅費交通費,TravelingExpense,85905,部門,020,東京,111,現金,CashHand,85905,部門,000,共通部門,,,
7971,0001-20090911-58-1225-1-2911,1,,,,,,,,,,,account,旅費,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4295,部門,020,東京,111,現金,CashHand,4295,部門,000,共通部門,,,
7973,0001-20090911-63-1226-1-2913,,,,,1226-2913,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7974,0001-20090911-63-1226-1-2913,0,,,,,,,,,,,account,家賃支払,2009-09-11,ISO4217:JPY,747,地代家賃,LandHouseRent,1200000,部門,020,東京,131,普通預金,OrdinaryDeposit,1200000,,,,,,
7975,0001-20090911-63-1226-1-2913,1,,,,,,,,,,,account,家賃支払,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,60000,部門,020,東京,131,普通預金,OrdinaryDeposit,60000,,,,,,
7977,0001-20090911-63-1226-1-2913,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
7978,0001-20090911-63-1226-1-2913,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
7979,0001-20090911-64-1227-1-2915,,,,,1227-2915,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7980,0001-20090911-64-1227-1-2915,0,,,,,,,,,,,account,家賃支払,2009-09-11,ISO4217:JPY,747,地代家賃,LandHouseRent,800000,部門,040,大阪,131,普通預金,OrdinaryDeposit,800000,,,,,,
7981,0001-20090911-64-1227-1-2915,1,,,,,,,,,,,account,家賃支払,2009-09-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40000,部門,040,大阪,131,普通預金,OrdinaryDeposit,40000,,,,,,
7983,0001-20090911-64-1227-1-2915,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
7984,0001-20090911-64-1227-1-2915,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
7985,0001-20090912-104-1236-1-2933,,,,,1236-2933,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7986,0001-20090912-104-1236-1-2933,0,,,,,,,,,,,account,コーヒー代3名,2009-09-12,ISO4217:JPY,733,交際接待費,EntertainmentExpense,1800,部門,040,大阪,111,現金,CashHand,1800,部門,000,共通部門,,,
7987,0001-20090912-104-1236-1-2933,1,,,,,,,,,,,account,コーヒー代3名,2009-09-12,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,90,部門,040,大阪,111,現金,CashHand,90,部門,000,共通部門,,,
7989,0001-20090912-11-1233-1-2927,,,,,1233-2927,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7990,0001-20090912-11-1233-1-2927,0,,,,,,,,,,,account,ガソリン代,2009-09-12,ISO4217:JPY,740,車両費,VehiclesExpense,3058,部門,010,札幌,111,現金,CashHand,3058,部門,000,共通部門,,,
7991,0001-20090912-11-1233-1-2927,1,,,,,,,,,,,account,ガソリン代,2009-09-12,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,152,部門,010,札幌,111,現金,CashHand,152,部門,000,共通部門,,,
7993,0001-20090912-149-1237-1-2935,,,,,1237-2935,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7994,0001-20090912-149-1237-1-2935,0,,,,,,,,,,,account,コーヒー代3名,2009-09-12,ISO4217:JPY,733,交際接待費,EntertainmentExpense,1800,部門,030,名古屋,111,現金,CashHand,1800,部門,000,共通部門,,,
7995,0001-20090912-149-1237-1-2935,1,,,,,,,,,,,account,コーヒー代3名,2009-09-12,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,90,部門,030,名古屋,111,現金,CashHand,90,部門,000,共通部門,,,
7997,0001-20090912-59-1234-1-2929,,,,,1234-2929,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
7999,0001-20090912-59-1234-1-2929,1,,,,,,,,,,,account,引き出し,2009-09-12,ISO4217:JPY,111,現金,CashHand,1000000,部門,000,共通部門,121,当座預金,CheckingAccounts,1000000,,,,,,
8000,0001-20090912-59-1234-1-2929,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
8001,0001-20090912-59-1234-1-2929,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
8002,0001-20090912-73-1235-1-2931,,,,,1235-2931,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8003,0001-20090912-73-1235-1-2931,0,,,,,,,,,,,account,コーヒー代3名,2009-09-12,ISO4217:JPY,733,交際接待費,EntertainmentExpense,1500,部門,020,東京,111,現金,CashHand,1500,部門,000,共通部門,,,
8004,0001-20090912-73-1235-1-2931,1,,,,,,,,,,,account,コーヒー代3名,2009-09-12,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,75,部門,020,東京,111,現金,CashHand,75,部門,000,共通部門,,,
8006,0001-20090913-152-1240-1-2941,,,,,1240-2941,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8007,0001-20090913-152-1240-1-2941,0,,,,,,,,,,,account,コーヒー代3名,2009-09-13,ISO4217:JPY,733,交際接待費,EntertainmentExpense,1800,部門,050,九州,111,現金,CashHand,1800,部門,000,共通部門,,,
8008,0001-20090913-152-1240-1-2941,1,,,,,,,,,,,account,コーヒー代3名,2009-09-13,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,90,部門,050,九州,111,現金,CashHand,90,部門,000,共通部門,,,
8010,0001-20090913-157-1241-1-2943,,,,,1241-2943,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8011,0001-20090913-157-1241-1-2943,0,,,,,,,,,,,account,航空券代,2009-09-13,ISO4217:JPY,726,旅費交通費,TravelingExpense,25620,部門,050,九州,131,普通預金,OrdinaryDeposit,25620,,,,,,
8012,0001-20090913-157-1241-1-2943,1,,,,,,,,,,,account,航空券代,2009-09-13,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1280,部門,050,九州,131,普通預金,OrdinaryDeposit,1280,,,,,,
8014,0001-20090913-157-1241-1-2943,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
8015,0001-20090913-157-1241-1-2943,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
8016,0001-20090913-165-1242-1-2945,,,,,1242-2945,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8017,0001-20090913-165-1242-1-2945,0,,,,,,,,,,,account,台所用品他,2009-09-13,ISO4217:JPY,791,雑費,MiscellaneousExpense,1249,部門,050,九州,111,現金,CashHand,1249,部門,000,共通部門,,,
8018,0001-20090913-165-1242-1-2945,1,,,,,,,,,,,account,台所用品他,2009-09-13,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,62,部門,050,九州,111,現金,CashHand,62,部門,000,共通部門,,,
8020,0001-20090913-17-1238-1-2937,,,,,1238-2937,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8021,0001-20090913-17-1238-1-2937,0,,,,,,,,,,,account,駐車代,2009-09-13,ISO4217:JPY,740,車両費,VehiclesExpense,351,部門,010,札幌,111,現金,CashHand,351,部門,000,共通部門,,,
8022,0001-20090913-17-1238-1-2937,1,,,,,,,,,,,account,駐車代,2009-09-13,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,17,部門,010,札幌,111,現金,CashHand,17,部門,000,共通部門,,,
8024,0001-20090913-75-1239-1-2939,,,,,1239-2939,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8025,0001-20090913-75-1239-1-2939,0,,,,,,,,,,,account,ゴルフプレー代,2009-09-13,ISO4217:JPY,733,交際接待費,EntertainmentExpense,7000,部門,010,札幌,111,現金,CashHand,7000,部門,000,共通部門,,,
8026,0001-20090913-75-1239-1-2939,1,,,,,,,,,,,account,ゴルフプレー代,2009-09-13,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,350,部門,010,札幌,111,現金,CashHand,350,部門,000,共通部門,,,
8028,0001-20090914-105-1245-1-2951,,,,,1245-2951,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8029,0001-20090914-105-1245-1-2951,0,,,,,,,,,,,account,飲食代　和食ダイニング小笹3名,2009-09-14,ISO4217:JPY,733,交際接待費,EntertainmentExpense,17858,部門,040,大阪,111,現金,CashHand,17858,部門,000,共通部門,,,
8030,0001-20090914-105-1245-1-2951,1,,,,,,,,,,,account,飲食代　和食ダイニング小笹3名,2009-09-14,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,892,部門,040,大阪,111,現金,CashHand,892,部門,000,共通部門,,,
8032,0001-20090914-51-1243-1-2947,,,,,1243-2947,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8033,0001-20090914-51-1243-1-2947,0,,,,,,,,,,,account,高速代,2009-09-14,ISO4217:JPY,740,車両費,VehiclesExpense,3124,部門,020,東京,111,現金,CashHand,3124,部門,000,共通部門,,,
8034,0001-20090914-51-1243-1-2947,1,,,,,,,,,,,account,高速代,2009-09-14,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,156,部門,020,東京,111,現金,CashHand,156,部門,000,共通部門,,,
8036,0001-20090914-51-1243-1-2947,3,,,,,,,,,,,account,駐車代,2009-09-14,ISO4217:JPY,740,車両費,VehiclesExpense,2620,部門,020,東京,111,現金,CashHand,2620,部門,000,共通部門,,,
8037,0001-20090914-51-1243-1-2947,4,,,,,,,,,,,account,駐車代,2009-09-14,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,130,部門,020,東京,111,現金,CashHand,130,部門,000,共通部門,,,
8038,0001-20090914-61-1244-1-2949,,,,,1244-2949,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8039,0001-20090914-61-1244-1-2949,0,,,,,,,,,,,account,電話代,2009-09-14,ISO4217:JPY,727,通信費,CommunicationCost,123499,部門,020,東京,131,普通預金,OrdinaryDeposit,123499,,,,,,
8040,0001-20090914-61-1244-1-2949,1,,,,,,,,,,,account,電話代,2009-09-14,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,6174,部門,020,東京,131,普通預金,OrdinaryDeposit,6174,,,,,,
8042,0001-20090914-61-1244-1-2949,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
8043,0001-20090914-61-1244-1-2949,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
8044,0001-20090915-100-1248-1-2957,,,,,1248-2957,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8046,0001-20090915-100-1248-1-2957,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
8047,0001-20090915-100-1248-1-2957,0,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,,,,,,,,
8048,0001-20090915-100-1248-1-2957,1,,,,,,,,,,,account,09年9月15日伝票No304五越株式会社,2009-09-15,ISO4217:JPY,131,普通預金,OrdinaryDeposit,1304390,,,,152,売掛金,AccountsReceivableTradeGross,1304390,部門,000,共通部門,customer,001,五越㈱
8049,0001-20090915-100-1248-1-2957,2,,,,,,,,,,,account,09年9月15日伝票No304五越株式会社,2009-09-15,ISO4217:JPY,741,支払手数料,CommissionExpense,800,部門,050,九州,152,売掛金,AccountsReceivableTradeGross,800,部門,000,共通部門,customer,001,五越㈱
8050,0001-20090915-100-1248-1-2957,3,,,,,,,,,,,account,09年9月15日伝票No304五越株式会社,2009-09-15,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40,部門,050,九州,152,売掛金,AccountsReceivableTradeGross,40,部門,000,共通部門,customer,001,五越㈱
8052,0001-20090915-101-1249-1-2959,,,,,1249-2959,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8054,0001-20090915-101-1249-1-2959,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
8055,0001-20090915-101-1249-1-2959,0,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,,,,,,,,
8056,0001-20090915-101-1249-1-2959,1,,,,,,,,,,,account,09年9月15日伝票No305株式会社　エントリー,2009-09-15,ISO4217:JPY,131,普通預金,OrdinaryDeposit,1277554,,,,152,売掛金,AccountsReceivableTradeGross,1277554,部門,000,共通部門,customer,006,㈱ｴﾝﾄﾘｰ
8057,0001-20090915-101-1249-1-2959,2,,,,,,,,,,,account,09年9月15日伝票No305株式会社　エントリー,2009-09-15,ISO4217:JPY,741,支払手数料,CommissionExpense,800,部門,030,名古屋,152,売掛金,AccountsReceivableTradeGross,800,部門,000,共通部門,customer,006,㈱ｴﾝﾄﾘｰ
8058,0001-20090915-101-1249-1-2959,3,,,,,,,,,,,account,09年9月15日伝票No305株式会社　エントリー,2009-09-15,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40,部門,030,名古屋,152,売掛金,AccountsReceivableTradeGross,40,部門,000,共通部門,customer,006,㈱ｴﾝﾄﾘｰ
8060,0001-20090915-102-1250-1-2961,,,,,1250-2961,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8062,0001-20090915-102-1250-1-2961,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
8063,0001-20090915-102-1250-1-2961,0,1,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,,,,,,,,
8064,0001-20090915-102-1250-1-2961,1,,,,,,,,,,,account,09年9月15日伝票No306タワー株式会社,2009-09-15,ISO4217:JPY,131,普通預金,OrdinaryDeposit,744725,,,,152,売掛金,AccountsReceivableTradeGross,744725,部門,000,共通部門,customer,008,ﾀﾜｰ㈱
8065,0001-20090915-102-1250-1-2961,2,,,,,,,,,,,account,09年9月15日伝票No306タワー株式会社,2009-09-15,ISO4217:JPY,741,支払手数料,CommissionExpense,800,部門,040,大阪,152,売掛金,AccountsReceivableTradeGross,800,部門,000,共通部門,customer,008,ﾀﾜｰ㈱
8066,0001-20090915-102-1250-1-2961,3,,,,,,,,,,,account,09年9月15日伝票No306タワー株式会社,2009-09-15,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40,部門,040,大阪,152,売掛金,AccountsReceivableTradeGross,40,部門,000,共通部門,customer,008,ﾀﾜｰ㈱
8068,0001-20090915-103-1251-1-2963,,,,,1251-2963,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
8070,0001-20090915-103-1251-1-2963,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
8071,0001-20090915-103-1251-1-2963,0,1,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,,,,,,,,
8072,0001-20090915-103-1251-1-2963,1,,,,,,,,,,,account,09年9月15日伝票No307高橋物産株式会社,2009-09-15,ISO4217:JPY,131,普通預金,OrdinaryDeposit,705936,,,,152,売掛金,AccountsReceivableTradeGross,705936,部門,000,共通部門,customer,009,高橋物産㈱
8073,0001-20090915-103-1251-1-2963,2,,,,,,,,,,,account,09年9月15日伝票No307高橋物産株式会社,2009-09-15,ISO4217:JPY,741,支払手数料,CommissionExpense,800,部門,040,大阪,152,売掛金,AccountsReceivableTradeGross,800,部門,000,共通部門,customer,009,高橋物産㈱
8074,0001-20090915-103-1251-1-2963,3,,,,,,,,,,,account,09年9月15日伝票No307高橋物産株式会社,2009-09-15,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40,部門,040,大阪,152,売掛金,AccountsReceivableTradeGross,40,部門,000,共通部門,customer,009,高橋物産㈱
8076,0001-20090915-104-1252-1-2965,,,,,1252-2965,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
